Area_name,STCOU,EDU010197F,EDU010197D,EDU010197N1,EDU010197N2,EDU010198F,EDU010198D,EDU010198N1,EDU010198N2,EDU010199F,EDU010199D,EDU010199N1,EDU010199N2,EDU010200F,EDU010200D,EDU010200N1,EDU010200N2,EDU010201F,EDU010201D,EDU010201N1,EDU010201N2,EDU010202F,EDU010202D,EDU010202N1,EDU010202N2,EDU015203F,EDU015203D,EDU015203N1,EDU015203N2,EDU015204F,EDU015204D,EDU015204N1,EDU015204N2,EDU015205F,EDU015205D,EDU015205N1,EDU015205N2,EDU015206F,EDU015206D,EDU015206N1,EDU015206N2
"Adams, NE",31001,0,4888,0000,0000,0,4992,0000,0000,0,5017,0000,0000,0,4946,0000,0000,0,4884,0000,0000,0,4853,0000,0000,0,4928,0000,0000,0,4816,0000,0000,0,4807,0000,0000,0,4534,0000,0000
"Antelope, NE",31003,0,1341,0000,0000,0,1250,0000,0000,0,1230,0000,0000,0,1338,0000,0000,0,1296,0000,0000,0,1288,0000,0000,0,1261,0000,0000,0,1209,0000,0000,0,1201,0000,0000,0,1081,0000,0000
"Arthur, NE",31005,0,103,0000,0000,0,97,0000,0000,0,90,0000,0000,0,90,0000,0000,0,80,0000,0000,0,69,0000,0000,0,80,0000,0000,0,87,0000,0000,0,82,0000,0000,0,79,0000,0000
"Banner, NE",31007,0,230,0000,0000,0,209,0000,0000,0,192,0000,0000,0,195,0000,0000,0,212,0000,0000,0,202,0000,0000,0,173,0000,0000,0,159,0000,0000,0,162,0000,0000,0,177,0000,0000
"Blaine, NE",31009,0,175,0000,0000,0,166,0000,0000,0,153,0000,0000,0,144,0000,0000,0,145,0000,0000,0,145,0000,0000,0,152,0000,0000,0,135,0000,0000,0,137,0000,0000,3,0,0000,0000
"Boone, NE",31011,0,1344,0000,0000,0,1354,0000,0000,0,1317,0000,0000,0,1296,0000,0000,0,1224,0000,0000,0,1153,0000,0000,0,1068,0000,0000,0,1040,0000,0000,0,968,0000,0000,0,953,0000,0000
"Box Butte, NE",31013,0,2875,0000,0000,0,2815,0000,0000,0,2741,0000,0000,0,2616,0000,0000,0,2551,0000,0000,0,2457,0000,0000,0,2212,0000,0000,0,2168,0000,0000,0,2114,0000,0000,0,2061,0000,0000
"Boyd, NE",31015,0,631,0000,0000,0,602,0000,0000,0,578,0000,0000,0,548,0000,0000,0,513,0000,0000,0,634,0000,0000,0,598,0000,0000,0,411,0000,0000,0,383,0000,0000,0,375,0000,0000
"Brown, NE",31017,0,698,0000,0000,0,661,0000,0000,0,652,0000,0000,0,678,0000,0000,0,649,0000,0000,0,642,0000,0000,0,583,0000,0000,0,572,0000,0000,0,539,0000,0000,0,502,0000,0000
"Buffalo, NE",31019,0,7377,0000,0000,0,7402,0000,0000,0,7307,0000,0000,0,7272,0000,0000,0,7358,0000,0000,0,7250,0000,0000,0,7167,0000,0000,0,7183,0000,0000,0,7217,0000,0000,0,7347,0000,0000
"Burt, NE",31021,0,1694,0000,0000,0,1698,0000,0000,0,1661,0000,0000,0,1657,0000,0000,0,1646,0000,0000,0,1539,0000,0000,0,1459,0000,0000,0,1419,0000,0000,0,1361,0000,0000,0,1328,0000,0000
"Butler, NE",31023,0,1372,0000,0000,0,1375,0000,0000,0,1336,0000,0000,0,1322,0000,0000,0,1282,0000,0000,0,1233,0000,0000,0,1254,0000,0000,0,1228,0000,0000,0,1204,0000,0000,0,1150,0000,0000
"Cass, NE",31025,0,3632,0000,0000,0,3785,0000,0000,0,3812,0000,0000,0,3737,0000,0000,0,3695,0000,0000,0,3643,0000,0000,0,3770,0000,0000,0,3865,0000,0000,0,3869,0000,0000,0,3756,0000,0000
"Cedar, NE",31027,0,1863,0000,0000,0,1806,0000,0000,0,1726,0000,0000,0,1664,0000,0000,0,1623,0000,0000,0,1568,0000,0000,0,1482,0000,0000,0,1421,0000,0000,0,1367,0000,0000,0,1266,0000,0000
"Chase, NE",31029,0,1094,0000,0000,0,1040,0000,0000,0,1010,0000,0000,0,966,0000,0000,0,908,0000,0000,0,937,0000,0000,0,867,0000,0000,0,847,0000,0000,0,813,0000,0000,0,770,0000,0000
"Cherry, NE",31031,0,1156,0000,0000,0,1137,0000,0000,0,1092,0000,0000,0,1064,0000,0000,0,1026,0000,0000,0,1059,0000,0000,0,1032,0000,0000,0,1039,0000,0000,0,998,0000,0000,0,877,0000,0000
"Cheyenne, NE",31033,0,2091,0000,0000,0,2090,0000,0000,0,2061,0000,0000,0,1982,0000,0000,0,1926,0000,0000,0,1848,0000,0000,0,1818,0000,0000,0,1699,0000,0000,0,1677,0000,0000,0,1699,0000,0000
"Clay, NE",31035,0,1646,0000,0000,0,1598,0000,0000,0,1522,0000,0000,0,1531,0000,0000,0,2183,0000,0000,0,2169,0000,0000,0,922,0000,0000,0,895,0000,0000,0,865,0000,0000,0,2009,0000,0000
"Colfax, NE",31037,0,2175,0000,0000,0,2142,0000,0000,0,2162,0000,0000,0,2172,0000,0000,0,2128,0000,0000,0,2156,0000,0000,0,2186,0000,0000,0,2148,0000,0000,0,2103,0000,0000,0,2126,0000,0000
"Cuming, NE",31039,0,1694,0000,0000,0,1733,0000,0000,0,1702,0000,0000,0,1650,0000,0000,0,1613,0000,0000,0,1624,0000,0000,0,1608,0000,0000,0,1581,0000,0000,0,1556,0000,0000,0,1546,0000,0000
"Custer, NE",31041,0,2351,0000,0000,0,2339,0000,0000,0,2255,0000,0000,0,2231,0000,0000,0,2204,0000,0000,0,2134,0000,0000,0,2039,0000,0000,0,1986,0000,0000,0,1946,0000,0000,0,1853,0000,0000
"Dakota, NE",31043,0,3426,0000,0000,0,3504,0000,0000,0,3640,0000,0000,0,3699,0000,0000,0,3667,0000,0000,0,3759,0000,0000,0,3926,0000,0000,0,3908,0000,0000,0,4029,0000,0000,0,4044,0000,0000
"Dawes, NE",31045,0,1593,0000,0000,0,1601,0000,0000,0,1568,0000,0000,0,1525,0000,0000,0,1547,0000,0000,0,1548,0000,0000,0,1517,0000,0000,0,1464,0000,0000,0,1417,0000,0000,0,1376,0000,0000
"Dawson, NE",31047,0,5116,0000,0000,0,4977,0000,0000,0,5028,0000,0000,0,5035,0000,0000,0,5080,0000,0000,0,5045,0000,0000,0,5286,0000,0000,0,5142,0000,0000,0,5249,0000,0000,0,5243,0000,0000
"Deuel, NE",31049,0,533,0000,0000,0,553,0000,0000,0,512,0000,0000,0,491,0000,0000,0,487,0000,0000,0,460,0000,0000,0,395,0000,0000,0,437,0000,0000,0,408,0000,0000,0,391,0000,0000
"Dixon, NE",31051,0,833,0000,0000,0,843,0000,0000,0,826,0000,0000,0,826,0000,0000,0,816,0000,0000,0,831,0000,0000,0,783,0000,0000,0,1137,0000,0000,0,1138,0000,0000,0,1195,0000,0000
"Dodge, NE",31053,0,6386,0000,0000,0,6370,0000,0000,0,6363,0000,0000,0,6297,0000,0000,0,6215,0000,0000,0,6188,0000,0000,0,6173,0000,0000,0,6083,0000,0000,0,6009,0000,0000,0,6126,0000,0000
"Douglas, NE",31055,0,75925,0000,0000,0,76723,0000,0000,0,76765,0000,0000,0,76815,0000,0000,0,77448,0000,0000,0,78155,0000,0000,0,79887,0000,0000,0,81195,0000,0000,0,82352,0000,0000,0,83766,0000,0000
"Dundy, NE",31057,0,368,0000,0000,0,383,0000,0000,0,364,0000,0000,0,368,0000,0000,0,338,0000,0000,0,340,0000,0000,0,333,0000,0000,0,322,0000,0000,0,332,0000,0000,0,336,0000,0000
"Fillmore, NE",31059,0,1418,0000,0000,0,1398,0000,0000,0,1380,0000,0000,0,1339,0000,0000,0,1289,0000,0000,0,1302,0000,0000,0,1132,0000,0000,0,1128,0000,0000,0,1081,0000,0000,0,1037,0000,0000
"Franklin, NE",31061,0,596,0000,0000,0,577,0000,0000,0,518,0000,0000,0,503,0000,0000,0,489,0000,0000,0,498,0000,0000,0,340,0000,0000,0,347,0000,0000,0,334,0000,0000,0,322,0000,0000
"Frontier, NE",31063,0,742,0000,0000,0,853,0000,0000,0,865,0000,0000,0,827,0000,0000,0,786,0000,0000,0,764,0000,0000,0,715,0000,0000,0,658,0000,0000,0,648,0000,0000,0,628,0000,0000
"Furnas, NE",31065,0,1315,0000,0000,0,1285,0000,0000,0,1275,0000,0000,0,1243,0000,0000,0,1209,0000,0000,0,1174,0000,0000,0,1167,0000,0000,0,1147,0000,0000,0,1146,0000,0000,0,1196,0000,0000
"Gage, NE",31067,0,3386,0000,0000,0,3386,0000,0000,0,3427,0000,0000,0,3357,0000,0000,0,3478,0000,0000,0,3406,0000,0000,0,3381,0000,0000,0,3432,0000,0000,0,3374,0000,0000,0,3287,0000,0000
"Garden, NE",31069,0,446,0000,0000,0,422,0000,0000,0,408,0000,0000,0,403,0000,0000,0,404,0000,0000,0,413,0000,0000,0,343,0000,0000,0,316,0000,0000,0,289,0000,0000,0,275,0000,0000
"Garfield, NE",31071,0,413,0000,0000,0,396,0000,0000,0,403,0000,0000,0,383,0000,0000,0,359,0000,0000,0,367,0000,0000,0,352,0000,0000,0,351,0000,0000,0,342,0000,0000,0,327,0000,0000
"Gosper, NE",31073,0,268,0000,0000,0,310,0000,0000,0,293,0000,0000,0,293,0000,0000,0,301,0000,0000,0,282,0000,0000,0,291,0000,0000,0,277,0000,0000,0,260,0000,0000,0,261,0000,0000
"Grant, NE",31075,0,244,0000,0000,0,260,0000,0000,0,245,0000,0000,0,221,0000,0000,0,189,0000,0000,0,181,0000,0000,0,161,0000,0000,0,142,0000,0000,0,129,0000,0000,0,150,0000,0000
"Greeley, NE",31077,0,664,0000,0000,0,665,0000,0000,0,652,0000,0000,0,636,0000,0000,0,608,0000,0000,0,581,0000,0000,0,556,0000,0000,0,497,0000,0000,0,509,0000,0000,0,304,0000,0000
"Hall, NE",31079,0,9364,0000,0000,0,9350,0000,0000,0,9411,0000,0000,0,9316,0000,0000,0,9019,0000,0000,0,9180,0000,0000,0,10249,0000,0000,0,10354,0000,0000,0,10548,0000,0000,0,11403,0000,0000
"Hamilton, NE",31081,0,1759,0000,0000,0,1776,0000,0000,0,1747,0000,0000,0,1716,0000,0000,0,1679,0000,0000,0,1652,0000,0000,0,1720,0000,0000,0,1691,0000,0000,0,1669,0000,0000,0,1611,0000,0000
"Harlan, NE",31083,0,421,0000,0000,0,413,0000,0000,0,407,0000,0000,0,396,0000,0000,0,358,0000,0000,0,373,0000,0000,0,333,0000,0000,0,340,0000,0000,0,314,0000,0000,0,334,0000,0000
"Hayes, NE",31085,0,169,0000,0000,0,164,0000,0000,0,177,0000,0000,0,175,0000,0000,0,169,0000,0000,0,185,0000,0000,0,180,0000,0000,0,191,0000,0000,0,183,0000,0000,0,167,0000,0000
"Hitchcock, NE",31087,0,564,0000,0000,0,529,0000,0000,0,500,0000,0000,0,480,0000,0000,0,478,0000,0000,0,400,0000,0000,0,365,0000,0000,0,280,0000,0000,0,299,0000,0000,0,302,0000,0000
"Holt, NE",31089,0,2283,0000,0000,0,2263,0000,0000,0,2183,0000,0000,0,2101,0000,0000,0,2012,0000,0000,0,1901,0000,0000,0,1770,0000,0000,0,1747,0000,0000,0,1678,0000,0000,0,1623,0000,0000
"Hooker, NE",31091,0,220,0000,0000,0,210,0000,0000,0,196,0000,0000,0,185,0000,0000,0,192,0000,0000,0,174,0000,0000,0,169,0000,0000,0,175,0000,0000,0,177,0000,0000,0,186,0000,0000
"Howard, NE",31093,0,1619,0000,0000,0,1615,0000,0000,0,1600,0000,0000,0,1575,0000,0000,0,1539,0000,0000,0,1504,0000,0000,0,1500,0000,0000,0,1454,0000,0000,0,1449,0000,0000,0,780,0000,0000
"Jefferson, NE",31095,0,2020,0000,0000,0,2026,0000,0000,0,1950,0000,0000,0,1901,0000,0000,0,1718,0000,0000,0,1685,0000,0000,0,1653,0000,0000,0,1584,0000,0000,0,1545,0000,0000,0,1106,0000,0000
"Johnson, NE",31097,0,982,0000,0000,0,955,0000,0000,0,939,0000,0000,0,903,0000,0000,0,862,0000,0000,0,866,0000,0000,0,896,0000,0000,0,869,0000,0000,0,871,0000,0000,0,791,0000,0000
"Kearney, NE",31099,0,1387,0000,0000,0,1442,0000,0000,0,1478,0000,0000,0,1432,0000,0000,0,1405,0000,0000,0,1343,0000,0000,0,1451,0000,0000,0,1420,0000,0000,0,1380,0000,0000,0,1379,0000,0000
"Keith, NE",31101,0,1611,0000,0000,0,1623,0000,0000,0,1643,0000,0000,0,1602,0000,0000,0,1496,0000,0000,0,1451,0000,0000,0,1341,0000,0000,0,1360,0000,0000,0,1315,0000,0000,0,1258,0000,0000
"Keya Paha, NE",31103,0,183,0000,0000,0,170,0000,0000,0,147,0000,0000,0,139,0000,0000,0,141,0000,0000,0,136,0000,0000,0,127,0000,0000,0,124,0000,0000,0,125,0000,0000,3,0,0000,0000
"Kimball, NE",31105,0,734,0000,0000,0,745,0000,0000,0,714,0000,0000,0,702,0000,0000,0,710,0000,0000,0,671,0000,0000,0,613,0000,0000,0,608,0000,0000,0,616,0000,0000,0,605,0000,0000
"Knox, NE",31107,0,2120,0000,0000,0,2094,0000,0000,0,2030,0000,0000,0,1787,0000,0000,0,1696,0000,0000,0,1495,0000,0000,0,1404,0000,0000,0,1561,0000,0000,0,1542,0000,0000,0,1544,0000,0000
"Lancaster, NE",31109,0,35087,0000,0000,0,35331,0000,0000,0,35495,0000,0000,0,35636,0000,0000,0,35953,0000,0000,0,36220,0000,0000,0,36815,0000,0000,0,36917,0000,0000,0,37194,0000,0000,0,37677,0000,0000
"Lincoln, NE",31111,0,6104,0000,0000,0,6107,0000,0000,0,6069,0000,0000,0,5938,0000,0000,0,5802,0000,0000,0,5697,0000,0000,0,5579,0000,0000,0,5641,0000,0000,0,5631,0000,0000,0,5765,0000,0000
"Logan, NE",31113,0,220,0000,0000,0,211,0000,0000,0,216,0000,0000,0,199,0000,0000,0,207,0000,0000,0,188,0000,0000,0,161,0000,0000,0,158,0000,0000,0,169,0000,0000,0,179,0000,0000
"Loup, NE",31115,0,140,0000,0000,0,137,0000,0000,0,126,0000,0000,0,116,0000,0000,0,125,0000,0000,0,134,0000,0000,0,123,0000,0000,0,118,0000,0000,0,113,0000,0000,0,112,0000,0000
"McPherson, NE",31117,0,112,0000,0000,0,120,0000,0000,0,115,0000,0000,0,108,0000,0000,0,95,0000,0000,0,89,0000,0000,0,98,0000,0000,0,79,0000,0000,0,68,0000,0000,0,80,0000,0000
"Madison, NE",31119,0,6721,0000,0000,0,6650,0000,0000,0,6530,0000,0000,0,6282,0000,0000,0,6243,0000,0000,0,6330,0000,0000,0,6142,0000,0000,0,5972,0000,0000,0,5818,0000,0000,0,5525,0000,0000
"Merrick, NE",31121,0,1590,0000,0000,0,1600,0000,0000,0,1561,0000,0000,0,1524,0000,0000,0,1403,0000,0000,0,1206,0000,0000,0,1169,0000,0000,0,1159,0000,0000,0,1130,0000,0000,0,1025,0000,0000
"Morrill, NE",31123,0,1166,0000,0000,0,1140,0000,0000,0,1129,0000,0000,0,1120,0000,0000,0,1102,0000,0000,0,1049,0000,0000,0,1009,0000,0000,0,1001,0000,0000,0,1005,0000,0000,0,1003,0000,0000
"Nance, NE",31125,0,869,0000,0000,0,849,0000,0000,0,818,0000,0000,0,817,0000,0000,0,828,0000,0000,0,1003,0000,0000,0,893,0000,0000,0,893,0000,0000,0,888,0000,0000,0,841,0000,0000
"Nemaha, NE",31127,0,1352,0000,0000,0,1333,0000,0000,0,1319,0000,0000,0,1303,0000,0000,0,1262,0000,0000,0,1226,0000,0000,0,1162,0000,0000,0,1158,0000,0000,0,1152,0000,0000,0,1101,0000,0000
"Nuckolls, NE",31129,0,937,0000,0000,0,878,0000,0000,0,868,0000,0000,0,819,0000,0000,0,512,0000,0000,0,519,0000,0000,0,1173,0000,0000,0,1151,0000,0000,0,1112,0000,0000,3,0,0000,0000
"Otoe, NE",31131,0,2729,0000,0000,0,2725,0000,0000,0,2723,0000,0000,0,2683,0000,0000,0,2612,0000,0000,0,2599,0000,0000,0,2540,0000,0000,0,2578,0000,0000,0,2602,0000,0000,0,2599,0000,0000
"Pawnee, NE",31133,0,674,0000,0000,0,675,0000,0000,0,699,0000,0000,0,659,0000,0000,0,647,0000,0000,0,535,0000,0000,0,519,0000,0000,0,505,0000,0000,0,490,0000,0000,0,457,0000,0000
"Perkins, NE",31135,0,656,0000,0000,0,617,0000,0000,0,595,0000,0000,0,569,0000,0000,0,523,0000,0000,0,507,0000,0000,0,466,0000,0000,0,443,0000,0000,0,413,0000,0000,0,393,0000,0000
"Phelps, NE",31137,0,2053,0000,0000,0,2024,0000,0000,0,2056,0000,0000,0,2013,0000,0000,0,1978,0000,0000,0,1883,0000,0000,0,1797,0000,0000,0,1672,0000,0000,0,1676,0000,0000,0,1606,0000,0000
"Pierce, NE",31139,0,1556,0000,0000,0,1596,0000,0000,0,1584,0000,0000,0,1576,0000,0000,0,1541,0000,0000,0,1469,0000,0000,0,1434,0000,0000,0,1405,0000,0000,0,1426,0000,0000,0,1385,0000,0000
"Platte, NE",31141,0,4983,0000,0000,0,4926,0000,0000,0,4750,0000,0000,0,4685,0000,0000,0,4599,0000,0000,0,4463,0000,0000,0,4502,0000,0000,0,4530,0000,0000,0,4494,0000,0000,0,4482,0000,0000
"Polk, NE",31143,0,1204,0000,0000,0,1194,0000,0000,0,1178,0000,0000,0,1148,0000,0000,0,1249,0000,0000,0,1365,0000,0000,0,1283,0000,0000,0,1284,0000,0000,0,1286,0000,0000,0,1283,0000,0000
"Red Willow, NE",31145,0,2227,0000,0000,0,2184,0000,0000,0,2162,0000,0000,0,2148,0000,0000,0,2021,0000,0000,0,1943,0000,0000,0,1896,0000,0000,0,1912,0000,0000,0,1834,0000,0000,0,1910,0000,0000
"Richardson, NE",31147,0,1754,0000,0000,0,1814,0000,0000,0,1806,0000,0000,0,1772,0000,0000,0,1709,0000,0000,0,1752,0000,0000,0,1597,0000,0000,0,1484,0000,0000,0,1423,0000,0000,0,1433,0000,0000
"Rock, NE",31149,0,367,0000,0000,0,344,0000,0000,0,316,0000,0000,0,298,0000,0000,0,264,0000,0000,0,251,0000,0000,0,222,0000,0000,0,193,0000,0000,0,203,0000,0000,0,307,0000,0000
"Saline, NE",31151,0,2688,0000,0000,0,2679,0000,0000,0,2702,0000,0000,0,2651,0000,0000,0,2686,0000,0000,0,2639,0000,0000,0,2674,0000,0000,0,2671,0000,0000,0,2678,0000,0000,0,3079,0000,0000
"Sarpy, NE",31153,0,18790,0000,0000,0,19178,0000,0000,0,19442,0000,0000,0,19371,0000,0000,0,19401,0000,0000,0,19378,0000,0000,0,20076,0000,0000,0,20598,0000,0000,0,21168,0000,0000,0,21517,0000,0000
"Saunders, NE",31155,0,3039,0000,0000,0,3038,0000,0000,0,3013,0000,0000,0,2958,0000,0000,0,2989,0000,0000,0,2959,0000,0000,0,2962,0000,0000,0,3020,0000,0000,0,3025,0000,0000,0,2917,0000,0000
"Scotts Bluff, NE",31157,0,7148,0000,0000,0,7016,0000,0000,0,6878,0000,0000,0,6783,0000,0000,0,6476,0000,0000,0,6485,0000,0000,0,6263,0000,0000,0,6272,0000,0000,0,6228,0000,0000,0,6244,0000,0000
"Seward, NE",31159,0,2885,0000,0000,0,2909,0000,0000,0,2788,0000,0000,0,2763,0000,0000,0,2652,0000,0000,0,2626,0000,0000,0,2616,0000,0000,0,2649,0000,0000,0,2624,0000,0000,0,2644,0000,0000
"Sheridan, NE",31161,0,1365,0000,0000,0,1299,0000,0000,0,1237,0000,0000,0,1201,0000,0000,0,1119,0000,0000,0,1078,0000,0000,0,966,0000,0000,0,929,0000,0000,0,942,0000,0000,0,1053,0000,0000
"Sherman, NE",31163,0,634,0000,0000,0,603,0000,0000,0,588,0000,0000,0,567,0000,0000,0,551,0000,0000,0,532,0000,0000,0,476,0000,0000,0,485,0000,0000,0,513,0000,0000,0,498,0000,0000
"Sioux, NE",31165,0,162,0000,0000,0,169,0000,0000,0,161,0000,0000,0,144,0000,0000,0,134,0000,0000,0,119,0000,0000,0,119,0000,0000,0,101,0000,0000,0,121,0000,0000,0,110,0000,0000
"Stanton, NE",31167,0,540,0000,0000,0,532,0000,0000,0,516,0000,0000,0,490,0000,0000,0,474,0000,0000,0,458,0000,0000,0,479,0000,0000,0,457,0000,0000,0,438,0000,0000,0,446,0000,0000
"Thayer, NE",31169,0,1183,0000,0000,0,1212,0000,0000,0,1159,0000,0000,0,1089,0000,0000,0,1025,0000,0000,0,1083,0000,0000,0,888,0000,0000,0,865,0000,0000,0,822,0000,0000,0,802,0000,0000
"Thomas, NE",31171,0,144,0000,0000,0,131,0000,0000,0,133,0000,0000,0,136,0000,0000,0,121,0000,0000,0,125,0000,0000,0,122,0000,0000,0,116,0000,0000,0,93,0000,0000,0,241,0000,0000
"Thurston, NE",31173,0,2075,0000,0000,0,2063,0000,0000,0,2029,0000,0000,0,2040,0000,0000,0,1851,0000,0000,0,1847,0000,0000,0,1760,0000,0000,0,1453,0000,0000,0,1433,0000,0000,0,1460,0000,0000
"Valley, NE",31175,0,831,0000,0000,0,800,0000,0000,0,784,0000,0000,0,750,0000,0000,0,734,0000,0000,0,693,0000,0000,0,709,0000,0000,0,679,0000,0000,0,647,0000,0000,0,839,0000,0000
"Washington, NE",31177,0,3456,0000,0000,0,3515,0000,0000,0,3497,0000,0000,0,3435,0000,0000,0,3386,0000,0000,0,3378,0000,0000,0,3451,0000,0000,0,3419,0000,0000,0,3523,0000,0000,0,3569,0000,0000
"Wayne, NE",31179,0,1811,0000,0000,0,1790,0000,0000,0,1832,0000,0000,0,1753,0000,0000,0,1685,0000,0000,0,1658,0000,0000,0,1625,0000,0000,0,1618,0000,0000,0,1580,0000,0000,0,1553,0000,0000
"Webster, NE",31181,0,789,0000,0000,0,770,0000,0000,0,697,0000,0000,0,696,0000,0000,0,655,0000,0000,0,661,0000,0000,0,629,0000,0000,0,642,0000,0000,0,632,0000,0000,0,665,0000,0000
"Wheeler, NE",31183,0,164,0000,0000,0,161,0000,0000,0,151,0000,0000,0,141,0000,0000,0,152,0000,0000,0,152,0000,0000,0,139,0000,0000,0,134,0000,0000,0,139,0000,0000,0,142,0000,0000
"York, NE",31185,0,2224,0000,0000,0,2189,0000,0000,0,2148,0000,0000,0,2110,0000,0000,0,2103,0000,0000,0,1883,0000,0000,0,1840,0000,0000,0,1759,0000,0000,0,1787,0000,0000,0,1796,0000,0000
NEVADA,32000,0,282131,0000,0000,0,296621,0000,0000,0,311236,0000,0000,0,325610,0000,0000,0,340706,0000,0000,0,356814,0000,0000,0,385414,0000,0000,0,400083,0000,0000,0,413253,0000,0000,0,423184,0000,0000
"Churchill, NV",32001,0,4743,0000,0000,0,4767,0000,0000,0,4834,0000,0000,0,4860,0000,0000,0,4808,0000,0000,0,4724,0000,0000,0,4553,0000,0000,0,4553,0000,0000,0,4547,0000,0000,0,4461,0000,0000
"Clark, NV",32003,0,179106,0000,0000,0,190822,0000,0000,0,203777,0000,0000,0,217526,0000,0000,0,231655,0000,0000,0,245659,0000,0000,0,270529,0000,0000,0,283221,0000,0000,0,294131,0000,0000,0,303448,0000,0000
"Douglas, NV",32005,0,7301,0000,0000,0,7302,0000,0000,0,7322,0000,0000,0,7158,0000,0000,0,7033,0000,0000,0,6989,0000,0000,0,7190,0000,0000,0,7190,0000,0000,0,6974,0000,0000,0,6905,0000,0000
"Elko, NV",32007,0,10524,0000,0000,0,10622,0000,0000,0,10616,0000,0000,0,10161,0000,0000,0,10100,0000,0000,0,9847,0000,0000,0,9582,0000,0000,0,9548,0000,0000,0,9658,0000,0000,0,9785,0000,0000
"Esmeralda, NV",32009,0,123,0000,0000,0,114,0000,0000,0,114,0000,0000,0,105,0000,0000,0,107,0000,0000,0,89,0000,0000,0,69,0000,0000,0,66,0000,0000,0,86,0000,0000,0,68,0000,0000
"Eureka, NV",32011,0,332,0000,0000,0,378,0000,0000,0,358,0000,0000,0,347,0000,0000,0,305,0000,0000,0,285,0000,0000,0,220,0000,0000,0,236,0000,0000,0,229,0000,0000,0,248,0000,0000
"Humboldt, NV",32013,0,4046,0000,0000,0,4258,0000,0000,0,4288,0000,0000,0,4034,0000,0000,0,3805,0000,0000,0,3616,0000,0000,0,3523,0000,0000,0,3461,0000,0000,0,3519,0000,0000,0,3386,0000,0000
"Lander, NV",32015,0,1820,0000,0000,0,1857,0000,0000,0,1703,0000,0000,0,1534,0000,0000,0,1449,0000,0000,0,1355,0000,0000,0,1255,0000,0000,0,1226,0000,0000,0,1288,0000,0000,0,1257,0000,0000
"Lincoln, NV",32017,0,1108,0000,0000,0,1081,0000,0000,0,1052,0000,0000,0,1017,0000,0000,0,1018,0000,0000,0,1014,0000,0000,0,1012,0000,0000,0,1006,0000,0000,0,1001,0000,0000,0,1074,0000,0000
"Lyon, NV",32019,0,5867,0000,0000,0,6154,0000,0000,0,6351,0000,0000,0,6539,0000,0000,0,6666,0000,0000,0,7046,0000,0000,0,7678,0000,0000,0,8172,0000,0000,0,8708,0000,0000,0,9149,0000,0000
"Mineral, NV",32021,0,1138,0000,0000,0,1075,0000,0000,0,1039,0000,0000,0,907,0000,0000,0,872,0000,0000,0,774,0000,0000,0,743,0000,0000,0,734,0000,0000,0,624,0000,0000,0,667,0000,0000
"Nye, NV",32023,0,4969,0000,0000,0,5274,0000,0000,0,5265,0000,0000,0,5444,0000,0000,0,5290,0000,0000,0,5279,0000,0000,0,5471,0000,0000,0,5827,0000,0000,0,6125,0000,0000,0,6369,0000,0000
"Pershing, NV",32027,0,1002,0000,0000,0,999,0000,0000,0,985,0000,0000,0,963,0000,0000,0,900,0000,0000,0,898,0000,0000,0,841,0000,0000,0,797,0000,0000,0,802,0000,0000,0,784,0000,0000
"Storey, NV",32029,0,493,0000,0000,0,532,0000,0000,0,507,0000,0000,0,458,0000,0000,0,445,0000,0000,0,480,0000,0000,0,467,0000,0000,0,479,0000,0000,0,450,0000,0000,0,453,0000,0000
"Washoe, NV",32031,0,49671,0000,0000,0,51205,0000,0000,0,52813,0000,0000,0,54508,0000,0000,0,56268,0000,0000,0,58532,0000,0000,0,62103,0000,0000,0,63322,0000,0000,0,64246,0000,0000,0,64954,0000,0000
"White Pine, NV",32033,0,1851,0000,0000,0,1876,0000,0000,0,1854,0000,0000,0,1684,0000,0000,0,1554,0000,0000,0,1464,0000,0000,0,1380,0000,0000,0,1371,0000,0000,0,1252,0000,0000,0,1422,0000,0000
"Carson City city, NV",32510,0,8037,0000,0000,0,8305,0000,0000,0,8358,0000,0000,0,8365,0000,0000,0,8431,0000,0000,0,8763,0000,0000,0,8798,0000,0000,0,8874,0000,0000,0,9613,0000,0000,0,8754,0000,0000
NEW HAMPSHIRE,33000,0,204763,0000,0000,0,198114,0000,0000,0,204713,0000,0000,0,206783,0000,0000,0,208461,0000,0000,0,207415,0000,0000,0,207417,0000,0000,0,206852,0000,0000,0,205767,0000,0000,0,203551,0000,0000
"Belknap, NH",33001,0,9139,0000,0000,0,9244,0000,0000,0,9324,0000,0000,0,9295,0000,0000,0,10267,0000,0000,0,10219,0000,0000,0,10290,0000,0000,0,10443,0000,0000,0,10309,0000,0000,0,9848,0000,0000
"Carroll, NH",33003,0,11051,0000,0000,0,9493,0000,0000,0,8845,0000,0000,0,8928,0000,0000,0,7384,0000,0000,0,7126,0000,0000,0,7215,0000,0000,0,6995,0000,0000,0,6912,0000,0000,0,7401,0000,0000
"Cheshire, NH",33005,0,9851,0000,0000,0,9211,0000,0000,0,9213,0000,0000,0,9126,0000,0000,0,10765,0000,0000,0,10510,0000,0000,0,10313,0000,0000,0,10197,0000,0000,0,10008,0000,0000,0,9868,0000,0000
